"item","verb","frame","voice","polarity","conditional2","Mean","low.ci","high.ci","SD","C"
"calculate-that_S-active-positive-matrix","calculate","that_S","active","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"care-that_S-active-negative-conditional","care","that_S","active","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"care-that_S-active-negative-matrix","care","that_S","active","negative","matrix",0.65,0.25,0.2,0.411636301174282,10
"care-that_S-active-positive-conditional","care","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"care-that_S-active-positive-matrix","care","that_S","active","positive","matrix",0.6,0.25,0.2,0.394405318873308,10
"categorize-that_S-active-negative-conditional","categorize","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"categorize-that_S-active-negative-matrix","categorize","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"categorize-that_S-active-positive-conditional","categorize","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"categorize-that_S-active-positive-matrix","categorize","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"celebrate-that_S-active-negative-conditional","celebrate","that_S","active","negative","conditional",0.9,0.15,0.1,0.210818510677892,10
"celebrate-that_S-active-negative-matrix","celebrate","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"celebrate-that_S-active-positive-conditional","celebrate","that_S","active","positive","conditional",1,0,0,0,10
"celebrate-that_S-active-positive-matrix","celebrate","that_S","active","positive","matrix",1,0,0,0,10
"certify-that_S-active-negative-conditional","certify","that_S","active","negative","conditional",0.5,0,0,0,10
"certify-that_S-active-negative-matrix","certify","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"certify-that_S-active-positive-conditional","certify","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"certify-that_S-active-positive-matrix","certify","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"challenge-that_S-active-negative-conditional","challenge","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"challenge-that_S-active-negative-matrix","challenge","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"challenge-that_S-active-positive-conditional","challenge","that_S","active","positive","conditional",0.5,0.15,0.15,0.235702260395516,10
"challenge-that_S-active-positive-matrix","challenge","that_S","active","positive","matrix",0.5,0,0,0,10
"challenge-that_S-passive-negative-conditional","challenge","that_S","passive","negative","conditional",0.5,0.2,0.2,0.333333333333333,10
"challenge-that_S-passive-negative-matrix","challenge","that_S","passive","negative","matrix",0.65,0.1,0.15,0.241522945769824,10
"challenge-that_S-passive-positive-conditional","challenge","that_S","passive","positive","conditional",0.4,0.10125,0.1,0.210818510677892,10
"challenge-that_S-passive-positive-matrix","challenge","that_S","passive","positive","matrix",0.55,0.05,0.1,0.158113883008419,10
"chant-that_S-active-negative-conditional","chant","that_S","active","negative","conditional",0.5,0,0,0,10
"chant-that_S-active-negative-matrix","chant","that_S","active","negative","matrix",0.5,0.2,0.2,0.333333333333333,10
"chant-that_S-active-positive-conditional","chant","that_S","active","positive","conditional",0.85,0.15,0.101249999999999,0.241522945769824,10
"chant-that_S-active-positive-matrix","chant","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"charge-that_S-active-negative-conditional","charge","that_S","active","negative","conditional",0.4,0.15,0.1,0.210818510677892,10
"charge-that_S-active-negative-matrix","charge","that_S","active","negative","matrix",0.55,0.05,0.1,0.158113883008419,10
"charge-that_S-active-positive-conditional","charge","that_S","active","positive","conditional",0.5,0.15,0.15,0.235702260395516,10
"charge-that_S-active-positive-matrix","charge","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"charm-that_S-passive-negative-conditional","charm","that_S","passive","negative","conditional",0.85,0.15,0.15,0.241522945769824,10
"charm-that_S-passive-negative-matrix","charm","that_S","passive","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"charm-that_S-passive-positive-conditional","charm","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"charm-that_S-passive-positive-matrix","charm","that_S","passive","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"chastise-that_S-passive-negative-conditional","chastise","that_S","passive","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"chastise-that_S-passive-negative-matrix","chastise","that_S","passive","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"chastise-that_S-passive-positive-conditional","chastise","that_S","passive","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"chastise-that_S-passive-positive-matrix","chastise","that_S","passive","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"chatter-that_S-active-negative-conditional","chatter","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"chatter-that_S-active-negative-matrix","chatter","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"chatter-that_S-active-positive-conditional","chatter","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"chatter-that_S-active-positive-matrix","chatter","that_S","active","positive","matrix",0.85,0.15,0.101249999999999,0.241522945769824,10
"check-that_S-active-negative-conditional","check","that_S","active","negative","conditional",0.5,0,0,0,10
"check-that_S-active-negative-matrix","check","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"check-that_S-active-positive-conditional","check","that_S","active","positive","conditional",0.55,0.05,0.1,0.158113883008419,10
"check-that_S-active-positive-matrix","check","that_S","active","positive","matrix",0.6,0.1,0.15,0.210818510677892,10
"cheer-that_S-active-negative-conditional","cheer","that_S","active","negative","conditional",0.6,0.2,0.2,0.316227766016838,10
"cheer-that_S-active-negative-matrix","cheer","that_S","active","negative","matrix",0.75,0.2,0.2,0.353553390593274,10
"cheer-that_S-active-positive-conditional","cheer","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"cheer-that_S-active-positive-matrix","cheer","that_S","active","positive","matrix",1,0,0,0,10
"cheer-that_S-passive-negative-conditional","cheer","that_S","passive","negative","conditional",0.85,0.15,0.15,0.241522945769824,10
"cheer-that_S-passive-negative-matrix","cheer","that_S","passive","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"cheer-that_S-passive-positive-conditional","cheer","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"cheer-that_S-passive-positive-matrix","cheer","that_S","passive","positive","matrix",1,0,0,0,10
"chronicle-that_S-active-negative-conditional","chronicle","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"chronicle-that_S-active-negative-matrix","chronicle","that_S","active","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"chronicle-that_S-active-positive-conditional","chronicle","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"chronicle-that_S-active-positive-matrix","chronicle","that_S","active","positive","matrix",0.8,0.20125,0.2,0.349602949390051,10
"circulate-that_S-active-negative-conditional","circulate","that_S","active","negative","conditional",0.6,0.25,0.201249999999999,0.394405318873308,10
"circulate-that_S-active-negative-matrix","circulate","that_S","active","negative","matrix",0.666666666666667,0.222222222222222,0.222222222222222,0.353553390593274,9
"circulate-that_S-active-positive-conditional","circulate","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"circulate-that_S-active-positive-matrix","circulate","that_S","active","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"claim-that_S-active-negative-conditional","claim","that_S","active","negative","conditional",0.3,0.15,0.15,0.258198889747161,10
"claim-that_S-active-negative-matrix","claim","that_S","active","negative","matrix",0.45,0.1,0.05,0.158113883008419,10
"claim-that_S-active-positive-conditional","claim","that_S","active","positive","conditional",0.6,0.1,0.15,0.210818510677892,10
"claim-that_S-active-positive-matrix","claim","that_S","active","positive","matrix",0.6,0.1,0.15,0.210818510677892,10
"clarify-that_S-active-negative-conditional","clarify","that_S","active","negative","conditional",0.5,0,0,0,10
"clarify-that_S-active-negative-matrix","clarify","that_S","active","negative","matrix",0.55,0.2,0.15,0.283823106098773,10
"clarify-that_S-active-positive-conditional","clarify","that_S","active","positive","conditional",1,0,0,0,10
"clarify-that_S-active-positive-matrix","clarify","that_S","active","positive","matrix",1,0,0,0,9
"come_out-that_S-active-negative-conditional","come_out","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"come_out-that_S-active-negative-matrix","come_out","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"come_out-that_S-active-positive-conditional","come_out","that_S","active","positive","conditional",0.85,0.15,0.1,0.241522945769824,10
"come_out-that_S-active-positive-matrix","come_out","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"comfort-that_S-passive-negative-conditional","comfort","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"comfort-that_S-passive-negative-matrix","comfort","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"comfort-that_S-passive-positive-conditional","comfort","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"comfort-that_S-passive-positive-matrix","comfort","that_S","passive","positive","matrix",0.9,0.1,0.1,0.210818510677892,10
"comment-that_S-active-negative-conditional","comment","that_S","active","negative","conditional",0.5,0,0,0,10
"comment-that_S-active-negative-matrix","comment","that_S","active","negative","matrix",0.55,0.05,0.1,0.158113883008419,10
"comment-that_S-active-positive-conditional","comment","that_S","active","positive","conditional",0.85,0.15,0.1,0.241522945769824,10
"comment-that_S-active-positive-matrix","comment","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"communicate-that_S-active-negative-conditional","communicate","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"communicate-that_S-active-negative-matrix","communicate","that_S","active","negative","matrix",0.65,0.25,0.2,0.337474278855276,10
"communicate-that_S-active-positive-conditional","communicate","that_S","active","positive","conditional",0.85,0.25,0.15,0.337474278855276,10
"communicate-that_S-active-positive-matrix","communicate","that_S","active","positive","matrix",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"complain-that_S-active-negative-conditional","complain","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"complain-that_S-active-negative-matrix","complain","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"complain-that_S-active-positive-conditional","complain","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"complain-that_S-active-positive-matrix","complain","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"comprehend-that_S-active-negative-conditional","comprehend","that_S","active","negative","conditional",0.9,0.15,0.1,0.210818510677892,10
"comprehend-that_S-active-negative-matrix","comprehend","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"comprehend-that_S-active-positive-conditional","comprehend","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"comprehend-that_S-active-positive-matrix","comprehend","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"compute-that_S-active-negative-conditional","compute","that_S","active","negative","conditional",0.4,0.15,0.1,0.210818510677892,10
"compute-that_S-active-negative-matrix","compute","that_S","active","negative","matrix",0.85,0.15,0.15,0.241522945769824,10
"compute-that_S-active-positive-conditional","compute","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"compute-that_S-active-positive-matrix","compute","that_S","active","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"conceal-that_S-active-negative-conditional","conceal","that_S","active","negative","conditional",0.65,0.2,0.15,0.337474278855276,10
"conceal-that_S-active-negative-matrix","conceal","that_S","active","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"conceal-that_S-active-positive-conditional","conceal","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"conceal-that_S-active-positive-matrix","conceal","that_S","active","positive","matrix",1,0,0,0,10
"concede-that_S-active-negative-conditional","concede","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"concede-that_S-active-negative-matrix","concede","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"concede-that_S-active-positive-conditional","concede","that_S","active","positive","conditional",0.85,0.25,0.15,0.337474278855276,10
