"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"227",10,14707,"F","F","Josh learned to ride a bike yesterday","say","16","C",0.08,20,30,"english","Yes","y","m","thanks",4.187016667
"228",10,10851,"M","M","Sophia got a tattoo","announce","5","C",0.83,21,30,"english","Yes","y","m","thanks",4.187016667
"229",10,7197,"M","F","Mia drank 2 cocktails last night","see","6","NonProj",0.93,22,30,"english","Yes","y","m","thanks",4.187016667
"230",10,6952,"F","F","Owen shoveled snow last winter","prove","17","C",0.05,23,30,"english","Yes","y","m","thanks",4.187016667
"231",10,10266,"M","M","Josie went on vacation to France","discover","2","NonProj",1,24,30,"english","Yes","y","m","thanks",4.187016667
"232",10,4666,"F","M","Julian dances salsa","pretend","18","NonProj",0,25,30,"english","Yes","y","m","thanks",4.187016667
"233",10,3766,NA,"M","Vanessa is good at math","MC","control4","control",0,26,30,"english","Yes","y","m","thanks",4.187016667
"234",10,5126,NA,"M","Madison had a baby","MC","control5","control",0,27,30,"english","Yes","y","m","thanks",4.187016667
"235",11,3157,NA,"M","Madison had a baby","MC","control5","control",0,2,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"236",11,4776,"F","F","Josh learned to ride a bike yesterday","hear","16","C",0.74,3,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"237",11,4615,"F","M","Jackson ran 10 miles","be_right","13","C",0,4,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"238",11,3936,"M","F","Emma studied on Saturday morning","confess","3","C",0,5,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"239",11,3639,"F","F","Jayden rented a car","see","14","NonProj",0.64,6,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"240",11,3455,"M","M","Zoe calculated the tip","establish","10","NonProj",0,7,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"241",11,3722,"M","F","Josie went on vacation to France","suggest","2","C",0,8,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"242",11,3423,"F","M","Danny ate the last cupcake","prove","11","C",0,9,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"243",11,4887,"M","M","Mary is pregnant","inform","1","C",0.79,10,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"244",11,6617,"M","M","Mia drank 2 cocktails last night","confirm","6","C",0,11,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"245",11,5375,"M","M","Isabella ate a steak on Sunday","say","7","C",0,12,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"246",11,7513,"F","F","Julian dances salsa","discover","18","NonProj",0.09,13,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"247",11,4086,"M","M","Sophia got a tattoo","announce","5","C",0.09,14,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"248",11,9954,"F","M","Tony had a drink last night","think","15","NonProj",0.09,15,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"249",11,2600,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0,16,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"250",11,3615,"M","F","Emily bought a car yesterday","pretend","8","NonProj",0,17,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"251",11,2864,NA,"F","Vanessa is good at math","MC","control4","control",0,18,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"252",11,2088,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0,19,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"253",11,4576,"F","F","Frank got a cat","admit","12","C",0,20,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"254",11,5824,"M","F","Grace visited her sister","demonstrate","9","C",0,21,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"255",11,19262,"F","M","Charley speaks Spanish","reveal","20","NonProj",0.23,22,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"256",11,6801,NA,"F","Todd played football in high school","MC","control3","control",0,23,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"257",11,4824,"M","M","Olivia sleeps until noon","know","4","NonProj",0.86,24,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"258",11,24823,"F","F","Owen shoveled snow last winter","acknowledge","17","C",0.5,25,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"259",11,6875,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0,26,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"260",11,3238,"F","F","Jon walks to work","be_annoyed","19","NonProj",0.79,27,27,"English","Yes","y","m","No comments. Price is fair.",2.918333333
"261",12,11080,NA,"F","Todd played football in high school","MC","control3","control",0,2,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"262",12,11143,"F","F","Charley speaks Spanish","know","20","NonProj",0.99,3,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"263",12,6032,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0,4,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"264",12,10661,"F","F","Josh learned to ride a bike yesterday","prove","16","C",0.03,5,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"265",12,11688,"M","M","Isabella ate a steak on Sunday","demonstrate","7","C",0,6,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"266",12,8556,"M","F","Zoe calculated the tip","hear","10","C",0,7,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"267",12,7712,"M","F","Olivia sleeps until noon","inform","4","C",0.98,8,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"268",12,7756,"F","F","Tony had a drink last night","admit","15","C",0.03,9,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"269",12,4188,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.01,10,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"270",12,3568,NA,"M","Vanessa is good at math","MC","control4","control",0.02,11,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"271",12,5686,NA,"M","Madison had a baby","MC","control5","control",0,12,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"272",12,7097,"M","F","Grace visited her sister","suggest","9","C",0,13,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"273",12,5533,"M","F","Mia drank 2 cocktails last night","see","6","NonProj",0.99,14,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"274",12,4572,"F","F","Danny ate the last cupcake","announce","11","C",1,15,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"275",12,6162,"M","M","Mary is pregnant","acknowledge","1","C",0.02,16,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"276",12,5411,"F","F","Jon walks to work","confirm","19","C",0.01,17,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"277",12,8927,"F","M","Julian dances salsa","confess","18","C",0.01,18,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"278",12,5773,"F","F","Jayden rented a car","reveal","14","NonProj",0.02,19,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"279",12,5699,"F","M","Jackson ran 10 miles","say","13","C",0.01,20,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"280",12,4047,"M","M","Sophia got a tattoo","be_right","5","C",0.02,21,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"281",12,4326,"M","M","Josie went on vacation to France","establish","2","NonProj",0.03,22,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"282",12,4491,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.01,23,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"283",12,7185,"M","F","Emma studied on Saturday morning","pretend","3","NonProj",0,24,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"284",12,6785,"F","F","Frank got a cat","think","12","NonProj",0.02,25,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"285",12,6821,"F","M","Owen shoveled snow last winter","be_annoyed","17","NonProj",1,26,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"286",12,3988,"M","M","Emily bought a car yesterday","discover","8","NonProj",0.97,27,41,"English","Yes","y","m","No comments. Pay is fine. ",4.354083333
"287",13,6774,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,2,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"288",13,5129,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0,3,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"289",13,22435,"M","F","Zoe calculated the tip","suggest","10","C",0.19,4,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"290",13,27730,"F","M","Frank got a cat","announce","12","C",0.93,5,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"291",13,14493,"F","M","Jackson ran 10 miles","reveal","13","NonProj",0.94,6,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"292",13,6737,"F","F","Danny ate the last cupcake","inform","11","C",1,7,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"293",13,9701,"M","M","Isabella ate a steak on Sunday","establish","7","NonProj",1,8,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"294",13,6100,NA,"F","Todd played football in high school","MC","control3","control",0,9,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"295",13,8365,"F","F","Owen shoveled snow last winter","confirm","17","C",0.9,10,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"296",13,5667,"F","M","Tony had a drink last night","be_annoyed","15","NonProj",1,11,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"297",13,12581,"F","F","Josh learned to ride a bike yesterday","confess","16","C",1,12,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"298",13,11450,"F","F","Jayden rented a car","say","14","C",0,13,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"299",13,7614,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0,14,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"300",13,5061,"F","M","Jon walks to work","discover","19","NonProj",1,15,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"301",13,6000,"M","F","Mary is pregnant","think","1","NonProj",0.03,16,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"302",13,4115,"M","F","Olivia sleeps until noon","see","4","NonProj",0.98,17,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"303",13,4742,"M","M","Emily bought a car yesterday","admit","8","C",0.98,18,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"304",13,4689,NA,"F","Madison had a baby","MC","control5","control",0.02,19,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"305",13,8038,"M","F","Grace visited her sister","know","9","NonProj",0.98,20,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"306",13,7989,"F","F","Julian dances salsa","hear","18","C",0.97,21,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"307",13,5554,NA,"M","Vanessa is good at math","MC","control4","control",0.03,22,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"308",13,4559,"M","M","Mia drank 2 cocktails last night","acknowledge","6","C",0.98,23,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"309",13,5349,"M","F","Josie went on vacation to France","demonstrate","2","C",0.95,24,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"310",13,7836,"M","M","Sophia got a tattoo","be_right","5","C",0.62,25,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"311",13,6869,"F","F","Charley speaks Spanish","prove","20","C",0.03,26,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"312",13,7309,"M","M","Emma studied on Saturday morning","pretend","3","NonProj",0.08,27,34,"English","Yes","y","f","I think this was a fair price",4.727116667
"313",15,3870,"F","F","Charley speaks Spanish","see","20","NonProj",0.36,2,23,"english","Yes","y","m","",2.289166667
"314",15,1922,"M","F","Emily bought a car yesterday","be_annoyed","8","NonProj",0.27,3,23,"english","Yes","y","m","",2.289166667
"315",15,2089,"M","F","Emma studied on Saturday morning","suggest","3","C",0.21,4,23,"english","Yes","y","m","",2.289166667
"316",15,2524,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.27,5,23,"english","Yes","y","m","",2.289166667
"317",15,4535,"F","M","Danny ate the last cupcake","be_right","11","C",0.41,6,23,"english","Yes","y","m","",2.289166667
"318",15,2684,"F","F","Owen shoveled snow last winter","pretend","17","NonProj",0.48,7,23,"english","Yes","y","m","",2.289166667
"319",15,2608,"M","M","Olivia sleeps until noon","acknowledge","4","C",0.28,8,23,"english","Yes","y","m","",2.289166667
"320",15,2508,"F","F","Jayden rented a car","announce","14","C",0.35,9,23,"english","Yes","y","m","",2.289166667
"321",15,1946,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.47,10,23,"english","Yes","y","m","",2.289166667
"322",15,1822,"F","M","Josh learned to ride a bike yesterday","confirm","16","C",0.29,11,23,"english","Yes","y","m","",2.289166667
"323",15,2233,NA,"F","Todd played football in high school","MC","control3","control",0.22,12,23,"english","Yes","y","m","",2.289166667
"324",15,2022,NA,"M","Madison had a baby","MC","control5","control",0.35,13,23,"english","Yes","y","m","",2.289166667
"325",15,1897,"M","F","Mary is pregnant","reveal","1","NonProj",0.6,14,23,"english","Yes","y","m","",2.289166667
"326",15,1882,"F","F","Julian dances salsa","inform","18","C",0.4,15,23,"english","Yes","y","m","",2.289166667
"327",15,1770,"F","F","Tony had a drink last night","know","15","NonProj",0.5,16,23,"english","Yes","y","m","",2.289166667
"328",15,2512,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.36,17,23,"english","Yes","y","m","",2.289166667
"329",15,2173,"M","M","Sophia got a tattoo","hear","5","C",0.51,18,23,"english","Yes","y","m","",2.289166667
"330",15,1563,"F","M","Jon walks to work","say","19","C",0.37,19,23,"english","Yes","y","m","",2.289166667
"331",15,1611,"M","M","Grace visited her sister","demonstrate","9","C",0.29,20,23,"english","Yes","y","m","",2.289166667
"332",15,1870,"M","F","Zoe calculated the tip","prove","10","C",0.31,21,23,"english","Yes","y","m","",2.289166667
"333",15,2955,NA,"M","Vanessa is good at math","MC","control4","control",0.44,22,23,"english","Yes","y","m","",2.289166667
"334",15,1538,"F","F","Frank got a cat","think","12","NonProj",0.28,23,23,"english","Yes","y","m","",2.289166667
"335",15,1586,"M","F","Josie went on vacation to France","establish","2","NonProj",0.34,24,23,"english","Yes","y","m","",2.289166667
"336",15,1180,"F","M","Jackson ran 10 miles","confess","13","C",0.66,25,23,"english","Yes","y","m","",2.289166667
"337",15,1541,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.31,26,23,"english","Yes","y","m","",2.289166667
"338",15,1588,"M","F","Isabella ate a steak on Sunday","admit","7","C",0.28,27,23,"english","Yes","y","m","",2.289166667
"339",16,8270,"M","F","Mia drank 2 cocktails last night","say","6","C",0.71,2,26,"English","Yes","y","m",".80",3.0419
"340",16,5616,"F","F","Frank got a cat","inform","12","C",0.89,3,26,"English","Yes","y","m",".80",3.0419
"341",16,9880,"F","M","Danny ate the last cupcake","reveal","11","NonProj",0.59,4,26,"English","Yes","y","m",".80",3.0419
"342",16,1942,"F","M","Tony had a drink last night","be_annoyed","15","NonProj",0.87,5,26,"English","Yes","y","m",".80",3.0419
"343",16,4664,"F","F","Owen shoveled snow last winter","hear","17","C",1,6,26,"English","Yes","y","m",".80",3.0419
"344",16,3632,"M","M","Emma studied on Saturday morning","establish","3","NonProj",1,7,26,"English","Yes","y","m",".80",3.0419
"345",16,3126,"M","F","Josie went on vacation to France","confess","2","C",0,8,26,"English","Yes","y","m",".80",3.0419
"346",16,4384,NA,"M","Vanessa is good at math","MC","control4","control",0,9,26,"English","Yes","y","m",".80",3.0419
